ID	Customer Age (in months)	"Churn (1 = Yes, 0 = No)"	CHI Score Month 0	CHI Score 0-1	Support Cases Month 0	Support Cases 0-1	SP Month 0	SP 0-1	Logins 0-1	Blog Articles 0-1	Views 0-1	 Days Since Last Login 0-1
 208 	 7.0 	 -   	 141.0 	 22.0 	 2.0 	 1.0 	 3.0 	 -   	 70.0 	 -   	 72.0 	 (3.0)
 209 	 14.0 	 -   	 165.0 	 67.0 	 2.0 	 1.0 	 3.0 	 -   	 97.0 	 15.0 	 (1.0)	 (9.0)
 210 	 14.0 	 -   	 36.0 	 (44.0)	 -   	 (1.0)	 -   	 (3.0)	 6.0 	 -   	 150.0 	 2.0 
 211 	 12.0 	 1.0 	 143.0 	 37.0 	 -   	 -   	 -   	 -   	 50.0 	 3.0 	 18.0 	 28.0 
 212 	 14.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 30.0 
 213 	 14.0 	 -   	 124.0 	 (6.0)	 -   	 -   	 -   	 -   	 (7.0)	 -   	 28.0 	 7.0 
 214 	 14.0 	 -   	 150.0 	 50.0 	 -   	 -   	 -   	 -   	 (13.0)	 2.0 	 76.0 	 -   
 215 	 14.0 	 -   	 109.0 	 (3.0)	 -   	 -   	 -   	 -   	 2.0 	 -   	 463.0 	 9.0 
 216 	 13.0 	 -   	 118.0 	 (1.0)	 1.0 	 1.0 	 3.0 	 3.0 	 41.0 	 (2.0)	 5.0 	 -   
 217 	 12.0 	 -   	 215.0 	 8.0 	 2.0 	 1.0 	 3.0 	 1.0 	 17.0 	 (4.0)	" 4,914.0 "	 -   
 218 	 14.0 	 -   	 150.0 	 (44.0)	 -   	 -   	 -   	 -   	 (1.0)	 (4.0)	" 14,868.0 "	 (16.0)
 219 	 11.0 	 -   	 158.0 	 32.0 	 -   	 -   	 -   	 -   	 33.0 	 -   	 (41.0)	 -   
 220 	 11.0 	 -   	 87.0 	 20.0 	 -   	 -   	 -   	 -   	 27.0 	 -   	 (76.0)	 -   
 221 	 14.0 	 -   	 173.0 	 9.0 	 1.0 	 (1.0)	 3.0 	 -   	 27.0 	 -   	 (785.0)	 -   
 222 	 12.0 	 -   	 119.0 	 (16.0)	 -   	 -   	 -   	 -   	 45.0 	 2.0 	 (301.0)	 -   
 223 	 13.0 	 -   	 167.0 	 10.0 	 -   	 -   	 -   	 -   	 10.0 	 -   	 29.0 	 (3.0)
 224 	 14.0 	 -   	 115.0 	 16.0 	 -   	 -   	 -   	 -   	 (8.0)	 -   	 (11.0)	 7.0 
 225 	 13.0 	 -   	 165.0 	 77.0 	 -   	 (1.0)	 -   	 (3.0)	 42.0 	 -   	 (117.0)	 (4.0)
 226 	 14.0 	 -   	 59.0 	 (11.0)	 -   	 -   	 -   	 -   	 72.0 	 -   	 (11.0)	 (2.0)
 227 	 13.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (1.0)	 31.0 
 228 	 14.0 	 -   	 5.0 	 (21.0)	 -   	 -   	 -   	 -   	 (1.0)	 -   	 (711.0)	 15.0 
 229 	 14.0 	 -   	 162.0 	 53.0 	 -   	 -   	 -   	 -   	 (23.0)	 (2.0)	 4.0 	 (18.0)
 230 	 14.0 	 -   	 174.0 	 (3.0)	 -   	 (3.0)	 -   	 (3.0)	 30.0 	 (2.0)	 26.0 	 -   
 231 	 14.0 	 -   	 192.0 	 8.0 	 1.0 	 -   	 3.0 	 (1.0)	 84.0 	 (1.0)	 (5.0)	 -   
 232 	 14.0 	 -   	 162.0 	 5.0 	 2.0 	 (2.0)	 3.0 	 -   	 (1.0)	 -   	 224.0 	 4.0 
 233 	 14.0 	 -   	 172.0 	 (3.0)	 1.0 	 (2.0)	 3.0 	 -   	 39.0 	 -   	 (229.0)	 -   
 234 	 14.0 	 -   	 167.0 	 (7.0)	 1.0 	 1.0 	 3.0 	 3.0 	 39.0 	 (7.0)	 (436.0)	 -   
 235 	 8.0 	 -   	 129.0 	 (9.0)	 -   	 (1.0)	 -   	 (3.0)	 61.0 	 -   	 182.0 	 (2.0)
 236 	 14.0 	 -   	 78.0 	 (6.0)	 -   	 -   	 -   	 -   	 9.0 	 -   	 9.0 	 -   
 237 	 14.0 	 -   	 53.0 	 27.0 	 -   	 -   	 -   	 -   	 -   	 -   	 (13.0)	 7.0 
 238 	 14.0 	 -   	 75.0 	 9.0 	 -   	 -   	 -   	 -   	 13.0 	 -   	 (8.0)	 29.0 
 239 	 14.0 	 1.0 	 26.0 	 (1.0)	 -   	 -   	 -   	 -   	 4.0 	 -   	 (10.0)	 (3.0)
 240 	 13.0 	 -   	 -   	 (22.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (4.0)	 30.0 
 241 	 13.0 	 -   	 120.0 	 (44.0)	 -   	 -   	 -   	 -   	 49.0 	 (1.0)	 (99.0)	 -   
 242 	 12.0 	 -   	 178.0 	 (33.0)	 5.0 	 (1.0)	 3.0 	 -   	 1.0 	 (2.0)	 (114.0)	 (1.0)
 243 	 13.0 	 -   	 188.0 	 1.0 	 -   	 (1.0)	 -   	 (3.0)	 8.0 	 (1.0)	 (41.0)	 (8.0)
 244 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
 245 	 14.0 	 -   	 133.0 	 -   	 2.0 	 2.0 	 3.0 	 3.0 	 39.0 	 -   	 (45.0)	 3.0 
 246 	 13.0 	 -   	 35.0 	 (81.0)	 -   	 -   	 -   	 -   	 (12.0)	 (2.0)	 8.0 	 7.0 
 247 	 12.0 	 -   	 113.0 	 (2.0)	 -   	 (1.0)	 -   	 (3.0)	 3.0 	 1.0 	 (11.0)	 (1.0)
 248 	 13.0 	 -   	 171.0 	 (21.0)	 -   	 -   	 -   	 -   	 54.0 	 (3.0)	" 1,091.0 "	 (1.0)
 249 	 10.0 	 -   	 71.0 	 -   	 1.0 	 -   	 3.0 	 -   	 6.0 	 -   	 10.0 	 (1.0)
 250 	 14.0 	 -   	 165.0 	 30.0 	 -   	 (1.0)	 -   	 (3.0)	 41.0 	 2.0 	 (54.0)	 (2.0)
 251 	 14.0 	 -   	 93.0 	 (27.0)	 -   	 (2.0)	 -   	 (3.0)	 (37.0)	 -   	 333.0 	 -   
 252 	 14.0 	 -   	 138.0 	 7.0 	 1.0 	 1.0 	 3.0 	 3.0 	 39.0 	 3.0 	 (31.0)	 3.0 
 253 	 13.0 	 -   	 151.0 	 (1.0)	 -   	 -   	 -   	 -   	 4.0 	 (1.0)	 (2.0)	 (14.0)
 254 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
 255 	 14.0 	 -   	 144.0 	 28.0 	 2.0 	 (3.0)	 3.0 	 -   	 7.0 	 3.0 	 (509.0)	 6.0 
 256 	 11.0 	 -   	 59.0 	 -   	 -   	 -   	 -   	 -   	 (2.0)	 -   	 (84.0)	 (3.0)
 257 	 12.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 258 	 14.0 	 -   	 131.0 	 (9.0)	 -   	 -   	 -   	 -   	 (9.0)	 1.0 	 40.0 	 (1.0)
 259 	 14.0 	 -   	 134.0 	 (1.0)	 -   	 -   	 -   	 -   	 3.0 	 -   	 (19.0)	 -   
 260 	 13.0 	 -   	 106.0 	 8.0 	 3.0 	 1.0 	 3.0 	 -   	 (20.0)	 1.0 	 (29.0)	 -   
 261 	 12.0 	 -   	 130.0 	 (13.0)	 1.0 	 (3.0)	 3.0 	 -   	 20.0 	 1.0 	 278.0 	 (2.0)
 262 	 13.0 	 -   	 88.0 	 9.0 	 -   	 -   	 -   	 -   	 11.0 	 -   	 28.0 	 (2.0)
 263 	 13.0 	 -   	 187.0 	 47.0 	 4.0 	 2.0 	 3.0 	 -   	 28.0 	 1.0 	 44.0 	 -   
 264 	 13.0 	 -   	 176.0 	 14.0 	 -   	 -   	 -   	 -   	 15.0 	 4.0 	 (102.0)	 -   
 265 	 14.0 	 -   	 86.0 	 8.0 	 -   	 -   	 -   	 -   	 8.0 	 4.0 	 -   	 (4.0)
 266 	 12.0 	 1.0 	 70.0 	 35.0 	 -   	 -   	 -   	 -   	 -   	 -   	 (26.0)	 30.0 
 267 	 13.0 	 1.0 	 147.0 	 1.0 	 2.0 	 2.0 	 3.0 	 3.0 	 24.0 	 -   	 (214.0)	 (1.0)
 268 	 14.0 	 -   	 89.0 	 56.0 	 -   	 -   	 -   	 -   	 6.0 	 1.0 	 30.0 	 30.0 
 269 	 14.0 	 -   	 137.0 	 28.0 	 -   	 -   	 -   	 -   	 49.0 	 (2.0)	 (34.0)	 -   
 270 	 13.0 	 -   	 39.0 	 (41.0)	 2.0 	 2.0 	 3.0 	 3.0 	 66.0 	 (1.0)	 (10.0)	 (109.0)
 271 	 12.0 	 -   	 6.0 	 (36.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 -   	 5.0 
 272 	 14.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 4.0 	 -   	 -   	 31.0 
 273 	 14.0 	 -   	 138.0 	 15.0 	 1.0 	 1.0 	 3.0 	 3.0 	 34.0 	 6.0 	 (835.0)	 9.0 
 274 	 14.0 	 -   	 128.0 	 (3.0)	 -   	 (1.0)	 -   	 (3.0)	 (39.0)	 -   	 105.0 	 -   
 275 	 10.0 	 -   	 177.0 	 19.0 	 -   	 (1.0)	 -   	 (3.0)	 18.0 	 -   	 43.0 	 -   
 276 	 14.0 	 -   	 140.0 	 -   	 -   	 -   	 -   	 -   	 (50.0)	 -   	 (104.0)	 -   
 277 	 5.0 	 -   	 112.0 	 3.0 	 -   	 (2.0)	 -   	 (3.0)	 36.0 	 (2.0)	" 1,490.0 "	 -   
 278 	 13.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 31.0 
 279 	 12.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (8.0)	 31.0 
 280 	 14.0 	 -   	 68.0 	 (10.0)	 6.0 	 6.0 	 3.0 	 3.0 	 48.0 	 -   	 (681.0)	 3.0 
 281 	 14.0 	 -   	 130.0 	 -   	 -   	 -   	 -   	 -   	 4.0 	 -   	" (1,603.0)"	 3.0 
 282 	 14.0 	 -   	 145.0 	 (11.0)	 3.0 	 (7.0)	 3.0 	 -   	 (25.0)	 (1.0)	 (244.0)	 (1.0)
 283 	 12.0 	 1.0 	 77.0 	 (5.0)	 2.0 	 1.0 	 3.0 	 -   	 (1.0)	 (5.0)	 1.0 	 5.0 
 284 	 14.0 	 -   	 116.0 	 (8.0)	 -   	 -   	 -   	 -   	 1.0 	 2.0 	 20.0 	 (8.0)
 285 	 18.0 	 1.0 	 155.0 	 (13.0)	 -   	 -   	 -   	 -   	 (76.0)	 (3.0)	 63.0 	 -   
 286 	 14.0 	 -   	 136.0 	 105.0 	 3.0 	 2.0 	 3.0 	 -   	 342.0 	 -   	 -   	 (1.0)
 287 	 13.0 	 -   	 18.0 	 (1.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (2.0)	 30.0 
 288 	 13.0 	 -   	 35.0 	 (20.0)	 1.0 	 1.0 	 3.0 	 3.0 	 69.0 	 -   	 16.0 	 (1.0)
 289 	 13.0 	 -   	 41.0 	 (29.0)	 4.0 	 3.0 	 3.0 	 -   	 12.0 	 (1.0)	 5.0 	 (2.0)
 290 	 13.0 	 -   	 165.0 	 -   	 -   	 -   	 -   	 -   	 6.0 	 (1.0)	" 5,322.0 "	 -   
 291 	 12.0 	 -   	 180.0 	 12.0 	 3.0 	 (5.0)	 3.0 	 (0.1)	 (34.0)	 (2.0)	 57.0 	 -   
 292 	 14.0 	 -   	 61.0 	 (49.0)	 -   	 -   	 -   	 -   	 (15.0)	 (5.0)	 21.0 	 (4.0)
 293 	 13.0 	 -   	 143.0 	 (4.0)	 -   	 -   	 -   	 -   	 (1.0)	 -   	 (55.0)	 20.0 
 294 	 13.0 	 1.0 	 78.0 	 2.0 	 -   	 -   	 -   	 -   	 16.0 	 2.0 	 1.0 	 (11.0)
 295 	 14.0 	 -   	 32.0 	 (44.0)	 2.0 	 2.0 	 3.0 	 3.0 	 -   	 (3.0)	 (3.0)	 (3.0)
 296 	 14.0 	 -   	 85.0 	 (17.0)	 4.0 	 (5.0)	 3.0 	 0.1 	 83.0 	 -   	 3.0 	 -   
 297 	 11.0 	 -   	 231.0 	 -   	 1.0 	 (2.0)	 3.0 	 0.3 	 48.0 	 (1.0)	 (321.0)	 -   
 298 	 14.0 	 -   	 148.0 	 19.0 	 -   	 -   	 -   	 -   	 4.0 	 -   	 (27.0)	 20.0 
 299 	 14.0 	 1.0 	 14.0 	 (101.0)	 -   	 -   	 -   	 -   	 (4.0)	 (1.0)	 (16.0)	 9.0 
 300 	 12.0 	 1.0 	 -   	 (8.0)	 -   	 (1.0)	 -   	 (3.0)	 (3.0)	 -   	 8.0 	 (7.0)
 301 	 13.0 	 -   	 40.0 	 12.0 	 -   	 -   	 -   	 -   	 20.0 	 -   	 (1.0)	 17.0 
 302 	 8.0 	 -   	 16.0 	 (2.0)	 -   	 -   	 -   	 -   	 4.0 	 -   	 5.0 	 (32.0)
 303 	 13.0 	 -   	 94.0 	 (35.0)	 -   	 (1.0)	 -   	 (3.0)	 (13.0)	 -   	 139.0 	 3.0 
 304 	 10.0 	 -   	 34.0 	 10.0 	 -   	 -   	 -   	 -   	 -   	 -   	 (128.0)	 31.0 
 305 	 12.0 	 -   	 -   	 (35.0)	 -   	 -   	 -   	 -   	 (12.0)	 -   	" 1,384.0 "	 7.0 
 306 	 13.0 	 -   	 69.0 	 6.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 16.0 	 31.0 
 307 	 19.0 	 -   	 61.0 	 61.0 	 -   	 (1.0)	 -   	 (3.0)	 24.0 	 -   	 -   	 (7.0)
 308 	 14.0 	 -   	 143.0 	 (2.0)	 -   	 (1.0)	 -   	 (3.0)	 9.0 	 1.0 	" 2,260.0 "	 -   
 309 	 11.0 	 -   	 101.0 	 (50.0)	 -   	 -   	 -   	 -   	 (46.0)	 (2.0)	 154.0 	 (5.0)
 310 	 12.0 	 -   	 142.0 	 (25.0)	 1.0 	 (2.0)	 3.0 	 -   	 (25.0)	 (4.0)	 (2.0)	 (2.0)
 311 	 14.0 	 -   	 120.0 	 -   	 -   	 -   	 -   	 -   	 (2.0)	 -   	 (66.0)	 (2.0)
 312 	 13.0 	 -   	 61.0 	 1.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 (44.0)	 30.0 
 313 	 14.0 	 -   	 61.0 	 26.0 	 -   	 -   	 -   	 -   	 -   	 -   	 (10.0)	 31.0 
 314 	 13.0 	 -   	 118.0 	 (12.0)	 -   	 (1.0)	 -   	 (3.0)	 (41.0)	 -   	 (1.0)	 2.0 
 315 	 6.0 	 -   	 20.0 	 (1.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 15.0 	 4.0 
 316 	 13.0 	 -   	 76.0 	 (4.0)	 -   	 -   	 -   	 -   	 5.0 	 (1.0)	 1.0 	 -   
 317 	 12.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 318 	 14.0 	 -   	 -   	 (42.0)	 -   	 -   	 -   	 -   	 (14.0)	 -   	 14.0 	 (1.0)
 319 	 12.0 	 1.0 	 -   	 (16.0)	 -   	 -   	 -   	 -   	 (4.0)	 -   	 12.0 	 (2.0)
 320 	 13.0 	 -   	 42.0 	 (17.0)	 -   	 -   	 -   	 -   	 6.0 	 -   	 (15.0)	 9.0 
 321 	 14.0 	 -   	 105.0 	 (57.0)	 -   	 -   	 -   	 -   	 (41.0)	 (4.0)	 37.0 	 (1.0)
 322 	 14.0 	 -   	 99.0 	 (10.0)	 -   	 -   	 -   	 -   	 3.0 	 -   	 (974.0)	 9.0 
 323 	 12.0 	 -   	 122.0 	 (2.0)	 -   	 -   	 -   	 -   	 (16.0)	 (1.0)	 18.0 	 (4.0)
 324 	 12.0 	 1.0 	 105.0 	 (36.0)	 -   	 (1.0)	 -   	 (3.0)	 1.0 	 (1.0)	 66.0 	 (6.0)
 325 	 14.0 	 -   	 156.0 	 (4.0)	 -   	 -   	 -   	 -   	 28.0 	 (2.0)	 (169.0)	 -   
 326 	 9.0 	 -   	 75.0 	 (1.0)	 -   	 -   	 -   	 -   	 67.0 	 -   	 22.0 	 12.0 
 327 	 5.0 	 -   	 118.0 	 6.0 	 -   	 (1.0)	 -   	 (3.0)	 (29.0)	 5.0 	 191.0 	 (5.0)
 328 	 14.0 	 -   	 56.0 	 (4.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 (786.0)	 4.0 
 329 	 14.0 	 -   	 177.0 	 (6.0)	 2.0 	 1.0 	 3.0 	 -   	 1.0 	 (14.0)	" (8,839.0)"	 -   
 330 	 13.0 	 -   	 185.0 	 (37.0)	 2.0 	 2.0 	 2.5 	 2.5 	 8.0 	 (2.0)	 12.0 	 -   
 331 	 9.0 	 -   	 83.0 	 9.0 	 2.0 	 1.0 	 3.0 	 -   	 18.0 	 -   	 (200.0)	 2.0 
 332 	 12.0 	 -   	 78.0 	 11.0 	 -   	 -   	 -   	 -   	 14.0 	 -   	 (420.0)	 4.0 
 333 	 13.0 	 -   	 173.0 	 44.0 	 -   	 -   	 -   	 -   	 19.0 	 1.0 	 (31.0)	 (7.0)
 334 	 12.0 	 -   	 58.0 	 (1.0)	 -   	 -   	 -   	 -   	 2.0 	 -   	 33.0 	 31.0 
 335 	 12.0 	 1.0 	 -   	 (64.0)	 -   	 -   	 -   	 -   	 (7.0)	 (3.0)	 (19.0)	 19.0 
 336 	 9.0 	 -   	 87.0 	 (21.0)	 -   	 (1.0)	 -   	 (3.0)	 15.0 	 2.0 	 48.0 	 (12.0)
 337 	 13.0 	 -   	 127.0 	 (11.0)	 1.0 	 -   	 3.0 	 -   	 4.0 	 -   	" (7,323.0)"	 1.0 
 338 	 12.0 	 -   	 186.0 	 2.0 	 1.0 	 -   	 3.0 	 -   	 85.0 	 -   	 34.0 	 (1.0)
 339 	 13.0 	 1.0 	 54.0 	 19.0 	 -   	 -   	 -   	 -   	 -   	 (1.0)	 426.0 	 31.0 
 340 	 14.0 	 -   	 129.0 	 (13.0)	 -   	 -   	 -   	 -   	 (11.0)	 (2.0)	 165.0 	 (2.0)
 341 	 13.0 	 -   	 73.0 	 (10.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 156.0 	 (9.0)
 342 	 13.0 	 -   	 82.0 	 (38.0)	 -   	 -   	 -   	 -   	 -   	 (1.0)	 10.0 	 6.0 
 343 	 14.0 	 -   	 65.0 	 40.0 	 1.0 	 1.0 	 3.0 	 3.0 	 10.0 	 -   	 (313.0)	 3.0 
 344 	 14.0 	 -   	 58.0 	 (52.0)	 -   	 (1.0)	 -   	 (3.0)	 (32.0)	 -   	 55.0 	 1.0 
 345 	 12.0 	 1.0 	 58.0 	 41.0 	 -   	 -   	 -   	 -   	 31.0 	 5.0 	 8.0 	 9.0 
 346 	 14.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 347 	 14.0 	 -   	 143.0 	 5.0 	 -   	 -   	 -   	 -   	 23.0 	 1.0 	 (196.0)	 -   
 348 	 14.0 	 -   	 25.0 	 24.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 -   	 31.0 
 349 	 14.0 	 -   	 173.0 	 3.0 	 3.0 	 -   	 3.0 	 0.3 	 8.0 	 -   	 754.0 	 -   
 350 	 14.0 	 -   	 3.0 	 -   	 1.0 	 1.0 	 3.0 	 3.0 	 3.0 	 -   	 -   	 (31.0)
 351 	 13.0 	 -   	 79.0 	 (5.0)	 -   	 (2.0)	 -   	 (3.0)	 2.0 	 -   	 65.0 	 -   
 352 	 14.0 	 -   	 78.0 	 (33.0)	 -   	 (2.0)	 -   	 (3.0)	 (17.0)	 (5.0)	 (703.0)	 10.0 
 353 	 14.0 	 -   	 95.0 	 3.0 	 -   	 -   	 -   	 -   	 12.0 	 -   	 76.0 	 (2.0)
 354 	 13.0 	 -   	 139.0 	 (29.0)	 -   	 -   	 -   	 -   	 (4.0)	 1.0 	 244.0 	 (1.0)
 355 	 12.0 	 -   	 88.0 	 -   	 -   	 -   	 -   	 -   	 (4.0)	 -   	 (146.0)	 2.0 
 356 	 13.0 	 -   	 167.0 	 3.0 	 1.0 	 1.0 	 2.0 	 2.0 	 43.0 	 2.0 	 (227.0)	 -   
 357 	 12.0 	 1.0 	 203.0 	 25.0 	 7.0 	 6.0 	 2.9 	 (0.1)	 88.0 	 (2.0)	" (28,322.0)"	 3.0 
 358 	 11.0 	 -   	 166.0 	 10.0 	 3.0 	 2.0 	 3.0 	 -   	 73.0 	 1.0 	 30.0 	 -   
 359 	 11.0 	 -   	 158.0 	 (15.0)	 5.0 	 (1.0)	 3.0 	 -   	 (34.0)	 1.0 	 137.0 	 -   
 360 	 11.0 	 -   	 70.0 	 1.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 (43.0)	 5.0 
 361 	 13.0 	 -   	 125.0 	 23.0 	 -   	 -   	 -   	 -   	 3.0 	 -   	 (127.0)	 6.0 
 362 	 13.0 	 -   	 111.0 	 (2.0)	 -   	 (1.0)	 -   	 (3.0)	 2.0 	 -   	 -   	 -   
 363 	 12.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 364 	 11.0 	 -   	 166.0 	 9.0 	 -   	 -   	 -   	 -   	 (8.0)	 (1.0)	 (933.0)	 3.0 
 365 	 12.0 	 -   	 45.0 	 (67.0)	 -   	 -   	 -   	 -   	 (4.0)	 (1.0)	 1.0 	 (5.0)
 366 	 13.0 	 1.0 	 135.0 	 (39.0)	 -   	 -   	 -   	 -   	 (12.0)	 (1.0)	 39.0 	 -   
 367 	 10.0 	 -   	 119.0 	 (2.0)	 -   	 -   	 -   	 -   	 11.0 	 (6.0)	 (18.0)	 (2.0)
 368 	 12.0 	 -   	 117.0 	 5.0 	 -   	 -   	 -   	 -   	 14.0 	 (4.0)	 (1.0)	 5.0 
 369 	 12.0 	 1.0 	 14.0 	 (42.0)	 -   	 -   	 -   	 -   	 3.0 	 -   	 4.0 	 (34.0)
 370 	 12.0 	 -   	 96.0 	 (48.0)	 -   	 (5.0)	 -   	 (3.0)	 (7.0)	 -   	 (12.0)	 3.0 
 371 	 12.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 372 	 13.0 	 -   	 136.0 	 14.0 	 3.0 	 2.0 	 3.0 	 -   	 69.0 	 (1.0)	 (107.0)	 (1.0)
 373 	 13.0 	 -   	 163.0 	 (3.0)	 10.0 	 8.0 	 3.0 	 -   	 174.0 	 11.0 	 (57.0)	 (2.0)
 374 	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
 375 	 10.0 	 -   	 177.0 	 (15.0)	 -   	 -   	 -   	 -   	 -   	 -   	 209.0 	 (3.0)
 376 	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 12.0 	 -   	 -   	 -   
 377 	 12.0 	 -   	 135.0 	 (13.0)	 -   	 (1.0)	 -   	 (3.0)	 (9.0)	 (2.0)	 (2.0)	 12.0 
 378 	 5.0 	 -   	 61.0 	 (3.0)	 -   	 -   	 -   	 -   	 (1.0)	 (12.0)	 12.0 	 7.0 
 379 	 10.0 	 -   	 200.0 	 (13.0)	 3.0 	 1.0 	 3.0 	 -   	 25.0 	 (2.0)	" 2,388.0 "	 -   
 380 	 13.0 	 -   	 155.0 	 20.0 	 1.0 	 1.0 	 2.0 	 2.0 	 200.0 	 -   	" 1,980.0 "	 (1.0)
 381 	 12.0 	 1.0 	 43.0 	 (28.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 2.0 	 (60.0)
 382 	 11.0 	 -   	 75.0 	 (1.0)	 -   	 -   	 -   	 -   	 (4.0)	 (1.0)	 (441.0)	 (17.0)
 383 	 13.0 	 -   	 155.0 	 19.0 	 5.0 	 4.0 	 3.4 	 0.4 	 (4.0)	 -   	 695.0 	 -   
 384 	 10.0 	 1.0 	 30.0 	 (39.0)	 -   	 -   	 -   	 -   	 (2.0)	 (1.0)	 9.0 	 (36.0)
 385 	 13.0 	 -   	 192.0 	 (5.0)	 -   	 -   	 -   	 -   	 16.0 	 1.0 	 (237.0)	 -   
 386 	 12.0 	 -   	 101.0 	 (27.0)	 -   	 (3.0)	 -   	 (2.7)	 (44.0)	 -   	 112.0 	 (2.0)
 387 	 13.0 	 1.0 	 61.0 	 (12.0)	 -   	 -   	 -   	 -   	 2.0 	 -   	 28.0 	 31.0 
 388 	 13.0 	 -   	 189.0 	 (22.0)	 -   	 -   	 -   	 -   	 (73.0)	 (3.0)	 51.0 	 -   
 389 	 12.0 	 -   	 141.0 	 58.0 	 -   	 (2.0)	 -   	 (3.0)	 1.0 	 (1.0)	 (5.0)	 -   
 390 	 13.0 	 -   	 150.0 	 20.0 	 -   	 -   	 -   	 -   	 67.0 	 3.0 	 (4.0)	 (1.0)
 391 	 12.0 	 -   	 158.0 	 (16.0)	 -   	 -   	 -   	 -   	 62.0 	 (5.0)	 13.0 	 -   
 392 	 13.0 	 -   	 253.0 	 11.0 	 2.0 	 1.0 	 3.0 	 -   	 9.0 	 (5.0)	" (1,113.0)"	 -   
 393 	 11.0 	 -   	 124.0 	 (11.0)	 -   	 (1.0)	 -   	 (3.0)	 22.0 	 1.0 	 30.0 	 (1.0)
 394 	 13.0 	 1.0 	 128.0 	 (18.0)	 -   	 -   	 -   	 -   	 2.0 	 (2.0)	 (31.0)	 6.0 
 395 	 13.0 	 -   	 83.0 	 38.0 	 -   	 -   	 -   	 -   	 4.0 	 -   	 (49.0)	 31.0 
 396 	 13.0 	 -   	 55.0 	 35.0 	 -   	 -   	 -   	 -   	 12.0 	 -   	 -   	 31.0 
 397 	 10.0 	 -   	 121.0 	 (47.0)	 2.0 	 -   	 3.0 	 -   	 -   	 (1.0)	" 2,008.0 "	 4.0 
 398 	 13.0 	 -   	 103.0 	 2.0 	 -   	 -   	 -   	 -   	 20.0 	 1.0 	 (102.0)	 (7.0)
 399 	 13.0 	 -   	 161.0 	 51.0 	 -   	 (1.0)	 -   	 (3.0)	 (15.0)	 1.0 	 2.0 	 (6.0)
 400 	 19.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 401 	 12.0 	 -   	 180.0 	 (1.0)	 2.0 	 -   	 3.0 	 0.5 	 8.0 	 (1.0)	 493.0 	 (1.0)
 402 	 12.0 	 1.0 	 8.0 	 (7.0)	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
 403 	 11.0 	 -   	 121.0 	 -   	 2.0 	 1.0 	 3.0 	 -   	 23.0 	 -   	 93.0 	 -   
 404 	 12.0 	 -   	 39.0 	 (25.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (52.0)	 31.0 
 405 	 13.0 	 -   	 170.0 	 35.0 	 1.0 	 (1.0)	 3.0 	 -   	 30.0 	 (2.0)	 (519.0)	 -   
 406 	 8.0 	 -   	 119.0 	 8.0 	 -   	 -   	 -   	 -   	 19.0 	 -   	" (1,025.0)"	 (3.0)
 407 	 5.0 	 -   	 -   	 (43.0)	 2.0 	 (1.0)	 3.0 	 -   	 (27.0)	 (1.0)	 8.0 	 5.0 
 408 	 13.0 	 -   	 122.0 	 (28.0)	 -   	 -   	 -   	 -   	 -   	 (3.0)	 60.0 	 -   
 409 	 12.0 	 -   	 98.0 	 14.0 	 -   	 -   	 -   	 -   	 3.0 	 -   	 (5.0)	 -   
